group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
shared_queue_kvs_read,,2,,,1736455.0,ns,9
shared_queue_kvs_read,,2,,,2686185.0,ns,18
shared_queue_kvs_read,,2,,,5353470.0,ns,27
shared_queue_kvs_read,,2,,,5934388.0,ns,36
shared_queue_kvs_read,,2,,,6329401.0,ns,45
shared_queue_kvs_read,,2,,,10289426.0,ns,54
shared_queue_kvs_read,,2,,,11698369.0,ns,63
shared_queue_kvs_read,,2,,,12362890.0,ns,72
shared_queue_kvs_read,,2,,,15263980.0,ns,81
shared_queue_kvs_read,,2,,,12731700.0,ns,90
shared_queue_kvs_read,,2,,,27136052.0,ns,99
shared_queue_kvs_read,,2,,,18596283.0,ns,108
shared_queue_kvs_read,,2,,,24830378.0,ns,117
shared_queue_kvs_read,,2,,,21919586.0,ns,126
shared_queue_kvs_read,,2,,,23130323.0,ns,135
shared_queue_kvs_read,,2,,,36827550.0,ns,144
shared_queue_kvs_read,,2,,,21580573.0,ns,153
shared_queue_kvs_read,,2,,,24859274.0,ns,162
shared_queue_kvs_read,,2,,,27211446.0,ns,171
shared_queue_kvs_read,,2,,,25680998.0,ns,180
shared_queue_kvs_read,,2,,,29151205.0,ns,189
shared_queue_kvs_read,,2,,,41746694.0,ns,198
shared_queue_kvs_read,,2,,,28543784.0,ns,207
shared_queue_kvs_read,,2,,,27897163.0,ns,216
shared_queue_kvs_read,,2,,,33254227.0,ns,225
shared_queue_kvs_read,,2,,,39574722.0,ns,234
shared_queue_kvs_read,,2,,,45995518.0,ns,243
shared_queue_kvs_read,,2,,,45962016.0,ns,252
shared_queue_kvs_read,,2,,,41948191.0,ns,261
shared_queue_kvs_read,,2,,,42192697.0,ns,270
shared_queue_kvs_read,,2,,,43833046.0,ns,279
shared_queue_kvs_read,,2,,,46353622.0,ns,288
shared_queue_kvs_read,,2,,,48726194.0,ns,297
shared_queue_kvs_read,,2,,,46785933.0,ns,306
shared_queue_kvs_read,,2,,,56809838.0,ns,315
shared_queue_kvs_read,,2,,,53277029.0,ns,324
shared_queue_kvs_read,,2,,,53147524.0,ns,333
shared_queue_kvs_read,,2,,,60660651.0,ns,342
shared_queue_kvs_read,,2,,,52190291.0,ns,351
shared_queue_kvs_read,,2,,,61416971.0,ns,360
shared_queue_kvs_read,,2,,,59726118.0,ns,369
shared_queue_kvs_read,,2,,,64291755.0,ns,378
shared_queue_kvs_read,,2,,,59862918.0,ns,387
shared_queue_kvs_read,,2,,,66945232.0,ns,396
shared_queue_kvs_read,,2,,,70660643.0,ns,405
shared_queue_kvs_read,,2,,,70816046.0,ns,414
shared_queue_kvs_read,,2,,,66766022.0,ns,423
shared_queue_kvs_read,,2,,,67061228.0,ns,432
shared_queue_kvs_read,,2,,,67464440.0,ns,441
shared_queue_kvs_read,,2,,,78845682.0,ns,450
shared_queue_kvs_read,,2,,,77821649.0,ns,459
shared_queue_kvs_read,,2,,,72247779.0,ns,468
