group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
shared_queue_kvs_write,,8,,,8248630.0,ns,1
shared_queue_kvs_write,,8,,,13493925.0,ns,2
shared_queue_kvs_write,,8,,,16269215.0,ns,3
shared_queue_kvs_write,,8,,,11080295.0,ns,4
shared_queue_kvs_write,,8,,,20693236.0,ns,5
shared_queue_kvs_write,,8,,,21412733.0,ns,6
shared_queue_kvs_write,,8,,,24594884.0,ns,7
shared_queue_kvs_write,,8,,,34164079.0,ns,8
shared_queue_kvs_write,,8,,,31685756.0,ns,9
shared_queue_kvs_write,,8,,,36107177.0,ns,10
shared_queue_kvs_write,,8,,,37808668.0,ns,11
shared_queue_kvs_write,,8,,,48198735.0,ns,12
shared_queue_kvs_write,,8,,,42098429.0,ns,13
shared_queue_kvs_write,,8,,,42819076.0,ns,14
shared_queue_kvs_write,,8,,,50849793.0,ns,15
shared_queue_kvs_write,,8,,,54838193.0,ns,16
shared_queue_kvs_write,,8,,,54041340.0,ns,17
shared_queue_kvs_write,,8,,,54582682.0,ns,18
shared_queue_kvs_write,,8,,,65248334.0,ns,19
shared_queue_kvs_write,,8,,,60324023.0,ns,20
shared_queue_kvs_write,,8,,,62318417.0,ns,21
shared_queue_kvs_write,,8,,,68008783.0,ns,22
shared_queue_kvs_write,,8,,,72753433.0,ns,23
shared_queue_kvs_write,,8,,,80497975.0,ns,24
shared_queue_kvs_write,,8,,,74391837.0,ns,25
shared_queue_kvs_write,,8,,,71334502.0,ns,26
shared_queue_kvs_write,,8,,,77908276.0,ns,27
shared_queue_kvs_write,,8,,,89638877.0,ns,28
shared_queue_kvs_write,,8,,,92029311.0,ns,29
shared_queue_kvs_write,,8,,,95484958.0,ns,30
shared_queue_kvs_write,,8,,,98032613.0,ns,31
shared_queue_kvs_write,,8,,,84761827.0,ns,32
shared_queue_kvs_write,,8,,,91905069.0,ns,33
shared_queue_kvs_write,,8,,,103669738.0,ns,34
shared_queue_kvs_write,,8,,,113211009.0,ns,35
shared_queue_kvs_write,,8,,,100902140.0,ns,36
shared_queue_kvs_write,,8,,,112884229.0,ns,37
shared_queue_kvs_write,,8,,,118758711.0,ns,38
shared_queue_kvs_write,,8,,,122463705.0,ns,39
shared_queue_kvs_write,,8,,,131475030.0,ns,40
shared_queue_kvs_write,,8,,,111399501.0,ns,41
shared_queue_kvs_write,,8,,,125031140.0,ns,42
shared_queue_kvs_write,,8,,,130794835.0,ns,43
shared_queue_kvs_write,,8,,,133150716.0,ns,44
shared_queue_kvs_write,,8,,,141778750.0,ns,45
shared_queue_kvs_write,,8,,,93382941.0,ns,46
shared_queue_kvs_write,,8,,,135132741.0,ns,47
shared_queue_kvs_write,,8,,,132977967.0,ns,48
shared_queue_kvs_write,,8,,,147662513.0,ns,49
shared_queue_kvs_write,,8,,,147077686.0,ns,50
shared_queue_kvs_write,,8,,,159441735.0,ns,51
shared_queue_kvs_write,,8,,,141679339.0,ns,52
